Valor;Tempo
0.4448888963530585;22/03/2021 01:45:11
0.38447094585966446;22/03/2021 01:45:21
0.32005248173250594;22/03/2021 01:45:31
0.26430163158700115;22/03/2021 01:45:41
0.22216428859420342;22/03/2021 01:45:51
0.16422052257649078;22/03/2021 01:46:01
0.12948379301964175;22/03/2021 01:46:11
0.09117288142633069;22/03/2021 01:46:21
0.05901111023370463;22/03/2021 01:46:31
0.03347206426626607;22/03/2021 01:46:41
0.013516580350934743;22/03/2021 01:46:51
0.003040500893370915;22/03/2021 01:47:01
3.915487355473594E-5;22/03/2021 01:47:11
0.004548682286109995;22/03/2021 01:47:21
0.01651994691711046;22/03/2021 01:47:31
0.035746959763392205;22/03/2021 01:47:41
0.06196495290229653;22/03/2021 01:47:51
0.09481988544403135;22/03/2021 01:48:01
0.1378764585242665;22/03/2021 01:48:11
0.17346052742008677;22/03/2021 01:48:21
0.22226631502303018;22/03/2021 01:48:31
0.28622245328485874;22/03/2021 01:48:41
0.3316130935863733;22/03/2021 01:48:51
0.3905094072169168;22/03/2021 01:49:01
0.45105256127704446;22/03/2021 01:49:11
0.5184648952540815;22/03/2021 01:49:21
0.5794290716669307;22/03/2021 01:49:31
0.6393185603423619;22/03/2021 01:49:41
0.6969960200305241;22/03/2021 01:49:51
0.7517691918628588;22/03/2021 01:50:01
0.802803891819008;22/03/2021 01:50:11
0.8491881247044865;22/03/2021 01:50:21
0.8941732138133032;22/03/2021 01:50:31
0.9288643050001361;22/03/2021 01:50:41
0.9571048778517653;22/03/2021 01:50:51
0.9747826206843663;22/03/2021 01:51:01
0.9926388211944706;22/03/2021 01:51:11
0.9986489908381613;22/03/2021 01:51:21
0.99939396560377;22/03/2021 01:51:31
0.9926275902895063;22/03/2021 01:51:41
0.9766337733896627;22/03/2021 01:51:51
0.9545577577517698;22/03/2021 01:52:01
0.9256611834431946;22/03/2021 01:52:11
0.8903296893786732;22/03/2021 01:52:21
0.8491881247044865;22/03/2021 01:52:31
0.8027062377422931;22/03/2021 01:52:41
0.7517691918628588;22/03/2021 01:52:51
0.6969960200305241;22/03/2021 01:53:01
0.6392598446925266;22/03/2021 01:53:11
0.5794290716669307;22/03/2021 01:53:21
0.5122706142614561;22/03/2021 01:53:31
0.4509914298352197;22/03/2021 01:53:41
0.3904493799215651;22/03/2021 01:53:51
0.3431011095180711;22/03/2021 01:54:01
0.27519433517269665;22/03/2021 01:54:11
0.23244975852362026;22/03/2021 01:54:21
0.18275640902120205;22/03/2021 01:54:31
0.13785557847126223;22/03/2021 01:54:41
0.09473607061237159;22/03/2021 01:54:51
0.061936029086778026;22/03/2021 01:55:01
0.03573591859909306;22/03/2021 01:55:11
0.01649685577467214;22/03/2021 01:55:21
0.004548682286109995;22/03/2021 01:55:31
3.7649080427748505E-5;22/03/2021 01:55:41
0.0030465149988219697;22/03/2021 01:55:51
0.014984373402728013;22/03/2021 01:56:01
0.03137647307849536;22/03/2021 01:56:11
0.059039367825822475;22/03/2021 01:56:21
0.08429990584660467;22/03/2021 01:56:31
0.12143622104963653;22/03/2021 01:56:41
0.17341357852311146;22/03/2021 01:56:51
0.21214649918707298;22/03/2021 01:57:01
0.2643560951049295;22/03/2021 01:57:11
0.32010999469036294;22/03/2021 01:57:21
0.37856960739773393;22/03/2021 01:57:31
0.44488889635305834;22/03/2021 01:57:41
0.506197108354499;22/03/2021 01:57:51
0.5672903542535631;22/03/2021 01:58:01
0.6274328298022573;22/03/2021 01:58:11
0.6857152840911919;22/03/2021 01:58:21
0.7410918860395613;22/03/2021 01:58:31
0.7928989287282194;22/03/2021 01:58:41
0.8403004988977265;22/03/2021 01:58:51
0.8865052266813684;22/03/2021 01:59:01
0.9157682660336406;22/03/2021 01:59:11
0.9519946465617217;22/03/2021 01:59:21
0.9707919928800354;22/03/2021 01:59:31
0.987863772895176;22/03/2021 01:59:41
0.9986452283393451;22/03/2021 01:59:51
0.9998471509418745;22/03/2021 02:00:01
0.9945785078134509;22/03/2021 02:00:11
0.9801974485101295;22/03/2021 02:00:21
0.9595320611735301;22/03/2021 02:00:31
0.9319864280607935;22/03/2021 02:00:41
0.8978807031143499;22/03/2021 02:00:51
0.8578654126419094;22/03/2021 02:01:01
0.8124297440711932;22/03/2021 02:01:11
0.7622685272155436;22/03/2021 02:01:21
0.7082147800488185;22/03/2021 02:01:31
0.6451423386272312;22/03/2021 02:01:41
0.5854809443801506;22/03/2021 02:01:51
0.5245338371637089;22/03/2021 02:02:01
0.4754049206131105;22/03/2021 02:02:11
0.4024548389919358;22/03/2021 02:02:21
0.3547991687149079;22/03/2021 02:02:31
0.2973235585489419;22/03/2021 02:02:41
0.24294862790338922;22/03/2021 02:02:51
0.18752282579193838;22/03/2021 02:03:01
0.14209227874211927;22/03/2021 02:03:11
0.10206327232850364;22/03/2021 02:03:21
0.06798332884402221;22/03/2021 02:03:31
0.04044307415497117;22/03/2021 02:03:41
0.019768375413143947;22/03/2021 02:03:51
0.006349290921070838;22/03/2021 02:04:01
3.3880770582528363E-4;22/03/2021 02:04:11
0.0024076366639015356;22/03/2021 02:04:21
0.012148934980735715;22/03/2021 02:04:31
0.025255869992006647;22/03/2021 02:04:41
0.05338784940224234;22/03/2021 02:04:51
0.08426519384872727;22/03/2021 02:05:01
0.11353427733577219;22/03/2021 02:05:11
0.16422052257649067;22/03/2021 02:05:21
0.20220007553646985;22/03/2021 02:05:31
0.2536046575236173;22/03/2021 02:05:41
0.30874394569774394;22/03/2021 02:05:51
0.3726266890760524;22/03/2021 02:06:01
0.4327096457464368;22/03/2021 02:06:11
0.493894909702854;22/03/2021 02:06:21
0.5551719998999746;22/03/2021 02:06:31
0.6155290541403355;22/03/2021 02:06:41
0.6742379632668454;22/03/2021 02:06:51
0.73026935547912;22/03/2021 02:07:01
0.7828659053918066;22/03/2021 02:07:11
0.8357794774235092;22/03/2021 02:07:21
0.8786044232532422;22/03/2021 02:07:31
0.9088271185736693;22/03/2021 02:07:41
0.9438005201820265;22/03/2021 02:07:51
0.9665177775832401;22/03/2021 02:08:01
0.985029803789382;22/03/2021 02:08:11
0.9962465302795388;22/03/2021 02:08:21
0.9999608451264453;22/03/2021 02:08:31
0.9954423146707152;22/03/2021 02:08:41
0.983488235522426;22/03/2021 02:08:51
0.96422955966465;22/03/2021 02:09:01
0.9380350470977032;22/03/2021 02:09:11
0.9052285991262974;22/03/2021 02:09:21
0.8663271358362064;22/03/2021 02:09:31
0.8171966420818227;22/03/2021 02:09:41
0.7777336849769698;22/03/2021 02:09:51
0.713777546715141;22/03/2021 02:10:01
0.6683869064136267;22/03/2021 02:10:11
0.6094905927830833;22/03/2021 02:10:21
0.5367822817998339;22/03/2021 02:10:31
0.4876680696240327;22/03/2021 02:10:41
0.4205104739715162;22/03/2021 02:10:51
0.3606814396576381;22/03/2021 02:11:01
0.30294788616938456;22/03/2021 02:11:11
0.24823080813714127;22/03/2021 02:11:21
0.19719610818099212;22/03/2021 02:11:31
0.1508118752955136;22/03/2021 02:11:41
0.10963138571395281;22/03/2021 02:11:51
0.07432240344736757;22/03/2021 02:12:01
0.042895122148234766;22/03/2021 02:12:11
0.025217379315633733;22/03/2021 02:12:21
0.007361178805529445;22/03/2021 02:12:31
6.022718974137975E-4;22/03/2021 02:12:41
6.06034396230003E-4;22/03/2021 02:12:51
0.009607359798384785;22/03/2021 02:13:01
0.021548362521743462;22/03/2021 02:13:11
0.04292067330468493;22/03/2021 02:13:21
0.07435522966624353;22/03/2021 02:13:31
0.10967031062132679;22/03/2021 02:13:41
0.15081187529551365;22/03/2021 02:13:51
0.1972937622577069;22/03/2021 02:14:01
0.24823080813714093;22/03/2021 02:14:11
0.30300397996947587;22/03/2021 02:14:21
0.36074015530747316;22/03/2021 02:14:31
0.4266347627723188;22/03/2021 02:14:41
0.4755274789508022;22/03/2021 02:14:51
0.5490085701647803;22/03/2021 02:15:01
0.6095506200784349;22/03/2021 02:15:11
0.6568988904819291;22/03/2021 02:15:21
0.7248056648273032;22/03/2021 02:15:31
0.7675502414763798;22/03/2021 02:15:41
0.817266698315389;22/03/2021 02:15:51
0.8663477384897702;22/03/2021 02:16:01
0.9052639293876285;22/03/2021 02:16:11
0.9380350470977032;22/03/2021 02:16:21
0.9642640814009069;22/03/2021 02:16:31
0.9835031442253278;22/03/2021 02:16:41
0.99545131771389;22/03/2021 02:16:51
0.9999623509195723;22/03/2021 02:17:01
0.9969534850011781;22/03/2021 02:17:11
0.985015626597272;22/03/2021 02:17:21
0.9664963994173694;22/03/2021 02:17:31
0.9409606321741775;22/03/2021 02:17:41
0.9157000941533953;22/03/2021 02:17:51
0.8745196708139216;22/03/2021 02:18:01
0.8357335121437761;22/03/2021 02:18:11
0.7878535008129272;22/03/2021 02:18:21
0.7302693554791201;22/03/2021 02:18:31
0.6741515691544994;22/03/2021 02:18:41
0.6154691873101146;22/03/2021 02:18:51
0.5551111036469416;22/03/2021 02:19:01
0.493802891645501;22/03/2021 02:19:11
0.432709645746437;22/03/2021 02:19:21
0.37256717019774277;22/03/2021 02:19:31
0.3143414030240813;22/03/2021 02:19:41
0.25890811396043867;22/03/2021 02:19:51
0.21204617650839086;22/03/2021 02:20:01
0.15522972763146659;22/03/2021 02:20:11
0.12135607272961725;22/03/2021 02:20:21
0.08423173396635948;22/03/2021 02:20:31
0.04800535343827844;22/03/2021 02:20:41
0.029208007119964557;22/03/2021 02:20:51
0.010871793451604429;22/03/2021 02:21:01
0.0024023723388853025;22/03/2021 02:21:11
1.5284905812545463E-4;22/03/2021 02:21:21
0.006349290921070783;22/03/2021 02:21:31
0.019802551489870535;22/03/2021 02:21:41
0.04044307415497106;22/03/2021 02:21:51
0.06801357193920671;22/03/2021 02:22:01
0.10211929688565013;22/03/2021 02:22:11
0.14213458735809048;22/03/2021 02:22:21
0.18757025592880677;22/03/2021 02:22:31
0.2377051586607653;22/03/2021 02:22:41
0.29178521995118134;22/03/2021 02:22:51
0.34903764191559206;22/03/2021 02:23:01
0.41451905561984914;22/03/2021 02:23:11
0.4632789604233469;22/03/2021 02:23:21
0.5306886805933617;22/03/2021 02:23:31
0.5975451610080641;22/03/2021 02:23:41
0.6452008312850922;22/03/2021 02:23:51
0.7082269940830995;22/03/2021 02:24:01
0.7571036092858454;22/03/2021 02:24:11
0.8124771742080616;22/03/2021 02:24:21
0.8578654126419093;22/03/2021 02:24:31
0.8979550030385509;22/03/2021 02:24:41
0.9319864280607933;22/03/2021 02:24:51
0.9595569258450289;22/03/2021 02:25:01
0.9802152597077829;22/03/2021 02:25:11
0.9936507090789293;22/03/2021 02:25:21
0.9993616297117349;22/03/2021 02:25:31
0.9975923633360985;22/03/2021 02:25:41
0.9903799323257034;22/03/2021 02:25:51
0.9727580812997518;22/03/2021 02:26:01
0.9466121505977576;22/03/2021 02:26:11
0.9223933227424856;22/03/2021 02:26:21
0.8825350729587351;22/03/2021 02:26:31
0.8447253183938084;22/03/2021 02:26:41
0.7977999244635303;22/03/2021 02:26:51
0.7464490961148921;22/03/2021 02:27:01
0.6856013506916628;22/03/2021 02:27:11
0.6273733109239478;22/03/2021 02:27:21
0.5672599061270466;22/03/2021 02:27:31
0.5060744114514314;22/03/2021 02:27:41
0.4448888963530585;22/03/2021 02:27:51
0.38447094585966446;22/03/2021 02:28:01
0.3257906598752827;22/03/2021 02:28:11
0.26430163158700115;22/03/2021 02:28:21
0.21209590429107733;22/03/2021 02:28:31
0.16422052257649078;22/03/2021 02:28:41
0.12948379301964175;22/03/2021 02:28:51
0.08426519384872738;22/03/2021 02:29:01
0.05901111023370463;22/03/2021 02:29:11
0.03348222241675981;22/03/2021 02:29:21
0.014970196210618052;22/03/2021 02:29:31
0.0037534697204612438;22/03/2021 02:29:41
3.915487355473594E-5;22/03/2021 02:29:51
0.004557685329284799;22/03/2021 02:30:01
0.01652812935664707;22/03/2021 02:30:11
0.035746959763392205;22/03/2021 02:30:21
0.06199519599748109;22/03/2021 02:30:31
0.09477140087370256;22/03/2021 02:30:41
0.13367286416379343;22/03/2021 02:30:51
0.18280335791817703;22/03/2021 02:31:01
0.23250119005645137;22/03/2021 02:31:11
0.27524947576325737;22/03/2021 02:31:21
0.34315912980055424;22/03/2021 02:31:31
0.3905094072169168;22/03/2021 02:31:41
0.45105256127704446;22/03/2021 02:31:51
0.524533837163709;22/03/2021 02:32:01
0.5734258157634432;22/03/2021 02:32:11
0.6334153085368981;22/03/2021 02:32:21
0.6970240669305698;22/03/2021 02:32:31
0.7518218201102407;22/03/2021 02:32:41
0.802803891819008;22/03/2021 02:32:51
0.84920981792433;22/03/2021 02:33:01
0.8904063634761391;22/03/2021 02:33:11
0.9256775965526326;22/03/2021 02:33:21
0.9545964238810106;22/03/2021 02:33:31
0.9766530201770969;22/03/2021 02:33:41
0.9915527437156082;22/03/2021 02:33:51
0.9993977281025862;22/03/2021 02:34:01
0.9986452283393451;22/03/2021 02:34:11
0.9903926402016152;22/03/2021 02:34:21
0.9766078638873875;22/03/2021 02:34:31
0.9519946465617217;22/03/2021 02:34:41
0.9288321173882597;22/03/2021 02:34:51
0.8865052266813686;22/03/2021 02:35:01
0.85350947500215;22/03/2021 02:35:11
0.807566964575093;22/03/2021 02:35:21
0.7570248664066566;22/03/2021 02:35:31
0.696939332915251;22/03/2021 02:35:41
0.6392007096180753;22/03/2021 02:35:51
0.5793987248733973;22/03/2021 02:36:01
0.5183422722590403;22/03/2021 02:36:11
0.45710134382778006;22/03/2021 02:36:21
0.3963844450736696;22/03/2021 02:36:31
0.3373448539188685;22/03/2021 02:36:41
0.28069188073073637;22/03/2021 02:36:51
0.22733750578897693;22/03/2021 02:37:01
0.17341357852311173;22/03/2021 02:37:11
0.13783469841825788;22/03/2021 02:37:21
0.09120759342420809;22/03/2021 02:37:31
0.05903936782582253;22/03/2021 02:37:41
0.03803745057854811;22/03/2021 02:37:51
0.014984373402728013;22/03/2021 02:38:01
0.005403487456024725;22/03/2021 02:38:11
1.4983769863838564E-4;22/03/2021 02:38:21
0.00305402583525841;22/03/2021 02:38:31
0.013544932600121625;22/03/2021 02:38:41
0.03133049404371252;22/03/2021 02:38:51
0.05620911361409154;22/03/2021 02:39:01
0.08770534860748735;22/03/2021 02:39:11
0.1254318027382702;22/03/2021 02:39:21
0.16883857179166506;22/03/2021 02:39:31
0.21713409460819322;22/03/2021 02:39:41
0.26973064452088;22/03/2021 02:39:51
0.33155507330389;22/03/2021 02:40:01
0.3904493799215649;22/03/2021 02:40:11
0.4388556462375661;22/03/2021 02:40:21
0.5122706142614561;22/03/2021 02:40:31
0.5612661370977485;22/03/2021 02:40:41
0.621549421395561;22/03/2021 02:40:51
0.6800044892570694;22/03/2021 02:41:01
0.7411452725686778;22/03/2021 02:41:11
0.7928989287282194;22/03/2021 02:41:21
0.8403449370267603;22/03/2021 02:41:31
0.8825836328112295;22/03/2021 02:41:41
0.919112352777419;22/03/2021 02:41:51
0.9493634666404683;22/03/2021 02:42:01
0.9728036626902606;22/03/2021 02:42:11
0.9891586853598138;22/03/2021 02:42:21
0.9986452283393451;22/03/2021 02:42:31
0.9993977281025862;22/03/2021 02:42:41
0.9945785078134509;22/03/2021 02:42:51
0.9784701678661045;22/03/2021 02:43:01
0.961915591813624;22/03/2021 02:43:11
0.9350125996015847;22/03/2021 02:43:21
0.9015666129806873;22/03/2021 02:43:31
0.8620806907213211;22/03/2021 02:43:41
0.812381372954348;22/03/2021 02:43:51
0.7622422130918527;22/03/2021 02:44:01
0.708158686248727;22/03/2021 02:44:11
0.651002974659614;22/03/2021 02:44:21
0.5914897167967939;22/03/2021 02:44:31
0.5306603681511043;22/03/2021 02:44:41
0.4693396318488959;22/03/2021 02:44:51
0.4084499666621333;22/03/2021 02:45:01
0.3489970253403861;22/03/2021 02:45:11
0.28622245328485907;22/03/2021 02:45:21
0.23250119005645153;22/03/2021 02:45:31
0.18280335791817737;22/03/2021 02:45:41
0.14640375865231398;22/03/2021 02:45:51
0.09839623425967747;22/03/2021 02:46:01
0.0711047990470929;22/03/2021 02:46:11
0.04287094770621538;22/03/2021 02:46:21
0.02151274280873751;22/03/2021 02:46:31
0.007351431636589845;22/03/2021 02:46:41
3.37301912698296E-4;22/03/2021 02:46:51
0.0018497080140620543;22/03/2021 02:47:01
0.010854758186471285;22/03/2021 02:47:11
0.02719633730973936;22/03/2021 02:47:21
0.05067656070963686;22/03/2021 02:47:31
0.08088764722258102;22/03/2021 02:47:41
0.11741636718877041;22/03/2021 02:47:51
0.1597449641527867;22/03/2021 02:48:01
0.20710107127178046;22/03/2021 02:48:11
0.26430163158700104;22/03/2021 02:48:21
0.320052481732506;22/03/2021 02:48:31
0.3785099100483679;22/03/2021 02:48:41
0.4266955622704592;22/03/2021 02:48:51
0.5;22/03/2021 02:49:01
0.5490695540019545;22/03/2021 02:49:11
0.6096103174278008;22/03/2021 02:49:21
0.6685024396539669;22/03/2021 02:49:31
0.7248601283452317;22/03/2021 02:49:41
0.7829160705084887;22/03/2021 02:49:51
0.8312533518455991;22/03/2021 02:50:01
0.8746082744394771;22/03/2021 02:50:11
0.9122946513925126;22/03/2021 02:50:21
0.9438473973146547;22/03/2021 02:50:31
0.9686695059562875;22/03/2021 02:50:41
0.98646997610278;22/03/2021 02:50:51
0.9969594991066292;22/03/2021 02:51:01
0.9999623509195723;22/03/2021 02:51:11
0.9945882549823906;22/03/2021 02:51:21
0.98188803289772;22/03/2021 02:51:31
0.9619397662556434;22/03/2021 02:51:41
0.9409310464910784;22/03/2021 02:51:51
0.9016037657403224;22/03/2021 02:52:01
0.8704338025714707;22/03/2021 02:52:11
0.826539472579913;22/03/2021 02:52:21
0.7777594007433855;22/03/2021 02:52:31
0.7247227104034111;22/03/2021 02:52:41
0.662596885224024;22/03/2021 02:52:51
0.603525598735813;22/03/2021 02:53:01
0.5428374647321146;22/03/2021 02:53:11
0.4815963885293207;22/03/2021 02:53:21
0.4205407011522928;22/03/2021 02:53:31
0.36074015530747355;22/03/2021 02:53:41
0.30300397996947603;22/03/2021 02:53:51
0.24823080813714127;22/03/2021 02:54:01
0.19238420470968665;22/03/2021 02:54:11
0.14644660940672627;22/03/2021 02:54:21
0.10582678618669705;22/03/2021 02:54:31
0.071135694999864;22/03/2021 02:54:41
0.04797980228182822;22/03/2021 02:54:51
0.019784740292217162;22/03/2021 02:55:01
0.009596128893420564;22/03/2021 02:55:11
0.0013510091618386911;22/03/2021 02:55:21
6.06034396230003E-4;22/03/2021 02:55:31
0.008459226576170775;22/03/2021 02:55:41
0.02334697982290307;22/03/2021 02:55:51
0.04544224224823017;22/03/2021 02:56:01
0.07435522966624353;22/03/2021 02:56:11
0.1096313857139527;22/03/2021 02:56:21
0.15085631342454744;22/03/2021 02:56:31
0.19724447929783717;22/03/2021 02:56:41
0.24823080813714093;22/03/2021 02:56:51
0.3086582838174548;22/03/2021 02:57:01
0.3666436212625507;22/03/2021 02:57:11
0.4145796341556115;22/03/2021 02:57:21
0.4877293857385438;22/03/2021 02:57:31
0.5368434132416584;22/03/2021 02:57:41
0.5976051883034159;22/03/2021 02:57:51
0.6568988904819291;22/03/2021 02:58:01
0.7138326873057018;22/03/2021 02:58:11
0.7726624942110232;22/03/2021 02:58:21
0.8219622320316466;22/03/2021 02:58:31
0.8663683411433339;22/03/2021 02:58:41
0.9052285991262974;22/03/2021 02:58:51
0.9380639709132219;22/03/2021 02:59:01
0.9642530402366077;22/03/2021 02:59:11
0.983488235522426;22/03/2021 02:59:21
0.99545131771389;22/03/2021 02:59:31
0.9999623509195723;22/03/2021 02:59:41
0.9981502919859379;22/03/2021 02:59:51
0.985015626597272;22/03/2021 03:00:01
0.9664963994173694;22/03/2021 03:00:11
0.9465838930056397;22/03/2021 03:00:21
0.9087924065757919;22/03/2021 03:00:31
0.8785637789503635;22/03/2021 03:00:41
0.8357335121437761;22/03/2021 03:00:51
0.7878535008129272;22/03/2021 03:01:01
0.7356439048950705;22/03/2021 03:01:11
0.6742093401247173;22/03/2021 03:01:21
0.6154691873101146;22/03/2021 03:01:31
0.5551111036469416;22/03/2021 03:01:41
0.4938642308571401;22/03/2021 03:01:51
0.43264895215937016;22/03/2021 03:02:01
0.37256717019774277;22/03/2021 03:02:11
0.3143414030240813;22/03/2021 03:02:21
0.25355090388510804;22/03/2021 03:02:31
0.20215034775378338;22/03/2021 03:02:41
0.16417556860176566;22/03/2021 03:02:51
0.11349477331863167;22/03/2021 03:03:01
0.08423173396635948;22/03/2021 03:03:11
0.053360936922422574;22/03/2021 03:03:21
0.029208007119964557;22/03/2021 03:03:31
0.012136227104824017;22/03/2021 03:03:41
0.0018436939086109994;22/03/2021 03:03:51
3.4181838504572894E-4;22/03/2021 03:04:01
0.006359780747887388;22/03/2021 03:04:11
0.019784740292217107;22/03/2021 03:04:21
0.0404679388264699;22/03/2021 03:04:31
0.06801357193920671;22/03/2021 03:04:41
0.10208154769555816;22/03/2021 03:04:51
0.14644660940672616;22/03/2021 03:05:01
0.1923842047096863;22/03/2021 03:05:11
0.23255342724568606;22/03/2021 03:05:21
0.2973793429975048;22/03/2021 03:05:31
0.3432176224584153;22/03/2021 03:05:41
0.40851710784746215;22/03/2021 03:05:51
0.4632789604233469;22/03/2021 03:06:01
0.5307215595912098;22/03/2021 03:06:11
0.5915500333378668;22/03/2021 03:06:21
0.6510612355167216;22/03/2021 03:06:31
0.7082147800488185;22/03/2021 03:06:41
0.762320760471414;22/03/2021 03:06:51
0.8124297440711932;22/03/2021 03:07:01
0.8578654126419093;22/03/2021 03:07:11
0.8979367276714963;22/03/2021 03:07:21
0.9319864280607933;22/03/2021 03:07:31
0.9619397662556434;22/03/2021 03:07:41
0.98188803289772;22/03/2021 03:07:51
0.9945882549823906;22/03/2021 03:08:01
0.9993999865088138;22/03/2021 03:08:11
0.9975923633360985;22/03/2021 03:08:21
0.9903799323257034;22/03/2021 03:08:31
0.9747441300079933;22/03/2021 03:08:41
0.9493304201413538;22/03/2021 03:08:51
0.9190782642704945;22/03/2021 03:09:01
0.8825836328112295;22/03/2021 03:09:11
0.8403004988977266;22/03/2021 03:09:21
0.7928487636115374;22/03/2021 03:09:31
0.7410918860395614;22/03/2021 03:09:41
0.6856585969759188;22/03/2021 03:09:51
0.6274328298022573;22/03/2021 03:10:01
0.5612053375996082;22/03/2021 03:10:11
0.5122092611901489;22/03/2021 03:10:21
0.43879466240039194;22/03/2021 03:10:31
0.3903896825721991;22/03/2021 03:10:41
0.331497560346033;22/03/2021 03:10:51
0.27513987165476816;22/03/2021 03:11:01
0.22216428859420342;22/03/2021 03:11:11
0.17336761324337863;22/03/2021 03:11:21
0.12539172556052297;22/03/2021 03:11:31
0.08767126010056293;22/03/2021 03:11:41
0.05618018979857298;22/03/2021 03:11:51
0.03130982326004271;22/03/2021 03:12:01
0.013530023897219912;22/03/2021 03:12:11
0.0030465149988219697;22/03/2021 03:12:21
3.7649080427748505E-5;22/03/2021 03:12:31
0.005411745017609548;22/03/2021 03:12:41
0.0165559892367529;22/03/2021 03:12:51
0.038060233744356686;22/03/2021 03:13:01
0.059068953508921586;22/03/2021 03:13:11
0.09839623425967736;22/03/2021 03:13:21
0.12956619742852918;22/03/2021 03:13:31
0.17346052742008677;22/03/2021 03:13:41
0.22738375253974077;22/03/2021 03:13:51
0.27524947576325737;22/03/2021 03:14:01
0.3374031147759759;22/03/2021 03:14:11
0.39644431190389073;22/03/2021 03:14:21
0.4571625352678854;22/03/2021 03:14:31
0.5184036114706794;22/03/2021 03:14:41
0.5794290716669307;22/03/2021 03:14:51
0.6393185603423619;22/03/2021 03:15:01
0.6969960200305241;22/03/2021 03:15:11
0.7517691918628588;22/03/2021 03:15:21
0.8027555207021628;22/03/2021 03:15:31
0.8535533905932737;22/03/2021 03:15:41
0.8865435666170282;22/03/2021 03:15:51
0.9288643050001361;22/03/2021 03:16:01
0.9520201977181719;22/03/2021 03:16:11
