Valor
0.0
1.1009574366667382E-4
2.585490051008351E-5
5.7080125836459914E-5
1.616271692936019E-4
3.790817517383216E-5
3.508957163181231E-5
0.0
9.700353446062511E-5
0.0
0.0
0.0
0.0
2.447419326776075E-4
0.0
1.0949662020846669E-4
0.0
0.0
8.19260479771537E-5
1.4712565831654327E-4
1.100371929650763E-4
0.0
2.057716750096809E-4
3.452721256763154E-5
0.0
1.6267563534546437E-4
0.0
0.0
0.0
0.0
3.4904388017457374E-5
0.0
1.244638135098591E-4
0.0
3.06832909255436E-5
0.0
2.121441699742475E-4
0.0
0.0
1.0832832946496282E-4
3.329083961296776E-6
0.0
0.0
7.317203726621381E-6
0.0
0.0
2.2076337790709083E-4
0.0
0.0
0.0
9.781643606187432E-6
9.932513786117769E-5
9.944223926437272E-5
1.8613676531116583E-4
0.0
9.154334112560116E-5
8.503604338293794E-5
0.0
2.247802283655249E-4
0.0
9.419650489450246E-5
0.0
3.340521772771639E-5
2.880830683019997E-5
0.0
1.5620782528527388E-4
0.0
8.745568516756077E-5
0.0
9.221190843919136E-8
0.0
3.5453130639406174E-5
0.0
0.0
0.0
4.581796646638931E-6
0.0
0.0
0.0
0.0
0.0
0.0
6.799506592961504E-5
2.4395217902815267E-5
0.0
5.322803432903279E-5
0.0
0.0
0.0
2.4248160326709884E-5
8.173269449745959E-5
8.001021455511414E-5
0.0
0.0
9.017080374861757E-5
0.0
0.0
3.880277542847324E-5
0.0
0.0
0.0
0.0
1.7034169232206907E-4
0.0
9.953619271577338E-5
1.4923620686250016E-4
0.0
2.1213055353201552E-4
4.2006724285658126E-5
1.3179899094022666E-4
5.7608443795060733E-5
0.0
1.6914344540565484E-4
1.0341551710766447E-4
0.0
0.0
1.103313081172871E-4
3.925484131057497E-5
0.0
1.2758334042520567E-4
0.0
0.0
2.0762351115323016E-4
4.815454795339706E-5
0.0
0.0
1.0431420229497515E-5
2.8651717744532198E-5
7.13501572955749E-5
2.4052083558569367E-6
0.0
0.0
1.9747926169040514E-5
2.656840208303926E-4
1.3478235343325346E-4
1.3042781520746627E-4
1.0193404819282505E-4
0.0
1.780894479520657E-4
1.2455912860548292E-4
1.2360461600502112E-5
6.050602270202606E-5
4.4271138628836394E-5
0.0
0.0
0.0
1.9805115226414826E-4
3.8864049418517156E-5
0.0
2.2864729795940718E-4
2.1823071965194255E-5
5.815582477278633E-5
4.275699025264021E-5
4.9305137321999376E-5
5.594996113120558E-5
0.0
1.170333209838676E-5
3.841198353641542E-5
4.936096473515049E-5
0.0
0.0
0.0
3.6677248796061174E-5
0.0
0.0
0.0
3.657512547932132E-5
0.0
2.048185240534423E-4
0.0
0.0
0.0
4.4277946849952376E-5
0.0
8.583396689773195E-5
0.0
7.286839060444065E-5
8.053989415793816E-5
1.1845760084133271E-4
6.957593487274792E-5
0.0
0.0
5.231300941104374E-5
2.6252500623257325E-5
9.007957358566332E-5
8.061614623443725E-5
0.0
8.448049253987314E-5
0.0
3.6944131063807977E-6
0.0
5.6239991350746754E-5
1.2145049484392191E-4
1.37144806160502E-4
2.3053998342965237E-5
0.0
1.4963108368722759E-5
7.287247553711026E-5
0.0
7.01968446385262E-5
0.0
3.7552786031577475E-5
2.210493231939624E-5
0.0
1.7788520131858594E-5
0.0
5.9842901965328646E-5
0.0
1.0018842029868522E-4
5.75635095356952E-6
1.0985337099494457E-4
1.7463087162514276E-5
1.6635207474809897E-4
3.059750733948213E-5
0.0
2.2886516103511886E-6
1.2743083627220748E-4
9.100685330166114E-6
3.614484590479075E-5
0.0
0.0
3.730769007140184E-5
6.403268124010888E-5
0.0
1.255190877828375E-4
1.322646732645604E-4
0.0
0.0
0.0
0.0
0.0
1.3939151912877867E-4
0.0
2.0293945502542905E-5
1.2897494082131402E-4
0.0
0.0
0.0
4.217080241455348E-5
0.0
4.2743373810408235E-6
0.0
6.5896772181666935E-6
6.721484378972259E-5
4.496285389422097E-5
0.0
5.268882321664639E-5
3.8682950736831825E-5
0.0
1.0273197170761908E-4
0.0
0.0
0.0
0.0
0.0
1.4406195881434778E-4
0.0
1.6991958261287768E-4
0.0
1.3540734813170135E-4
7.512599672650294E-5
8.860899782460948E-5
2.8872304108690267E-5
4.953253190727344E-5
7.935117875108631E-5
1.2487094513259528E-5
0.0
0.0
6.823743860134427E-5
0.0
0.0
0.0
6.438943202658676E-5
0.0
0.0
1.2128709753713815E-4
0.0
0.0
8.41142102438329E-5
1.6364240274393494E-4
0.0
0.0
1.8871027289301003E-4
0.0
0.0
0.0
1.811939967809571E-4
0.0
0.0
7.838577299683893E-5
0.0
0.0
0.0
0.0
1.1533671228176289E-4
1.728062683660574E-5
0.0
0.0
0.0
8.781788253093143E-5
1.2196519636029075E-4
9.872737604719378E-5
1.498353303207073E-4
0.0
0.0
1.1485741351519722E-4
0.0
1.0951432158336827E-5
0.0
0.0
8.005787210292609E-6
0.0
3.960478387593685E-5
0.0
2.047504418422824E-5
0.0
0.0
0.0
1.5058423464346616E-4
0.0
3.0553934724339797E-5
1.366001484712228E-4
0.0
0.0
0.0
2.4049360270122975E-5
5.5074423895689276E-5
1.754887074857575E-4
6.936215672970581E-5
8.83911347488978E-5
0.0
1.54778098850916E-4
1.396366150889543E-4
0.0
0.0
6.861189076272372E-5
1.6247138871198468E-5
1.401268070093056E-4
1.3280252273272357E-4
6.775950147900178E-5
6.343900435879456E-5
2.826228749669757E-5
0.0
1.3323961052837014E-5
0.0
2.674269254360861E-5
5.6652569550375747E-5
8.868524990110856E-5
0.0
0.0
0.0
0.0
1.3320148449012058E-4
4.495468402888178E-5
3.655197752752696E-5
7.557261603171188E-5
1.6376495072402278E-4
0.0
1.7510744710326205E-4
1.0704974553937993E-4
